"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Da Silva J.L.; Medeiros M.F.; Pimentel Filho M.C.","Da Silva, Jose Luiz (57211236407); Medeiros, Manoel Firmino (6603603627); Pimentel Filho, Max Chianca (57198270479)","57211236407; 6603603627; 57198270479","Comparing performance of classical methods for service restoration in MV networks with a new method based on sensitivity parameters","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874423802&doi=10.1109%2fINDUSCON.2012.6451726&partnerID=40&md5=2ab81db611370e356a443fdf4260a427"
"Daniels II J.; Lizier M.; Siqueira M.; Silva C.T.; Nonato L.G.","Daniels II, J. (12544991000); Lizier, M. (23489666900); Siqueira, M. (15019841600); Silva, C.T. (7201387294); Nonato, L.G. (6602679094)","12544991000; 23489666900; 15019841600; 7201387294; 6602679094","Template-based quadrilateral meshing","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957794574&doi=10.1016%2fj.cag.2011.03.024&partnerID=40&md5=0cf9c174abab9b78ce346e71ff033581"
"Santana A.M.; De Medeiros A.A.D.","Santana, André MacÊdo (25641528900); De Medeiros, Adelardo Adelino Dantas (7005447974)","25641528900; 7005447974","A line-based approach to slam using monocular vision","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959544888&doi=10.1109%2fTLA.2011.5893767&partnerID=40&md5=40b0d6c81660fd600c9aea261d20c969"
"Soares L.C.; Medeiros A.A.D.; Maitelli A.L.","Soares, Lennedy C. (54906949200); Medeiros, Adelardo A. D. (7005447974); Maitelli, André L. (6602549353)","54906949200; 7005447974; 6602549353","Sisal: A supervisory system for oil wells","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856039382&doi=10.1590%2fS0103-17592011000600008&partnerID=40&md5=e73af5a5d9dbfe3761b8d05594ad74c0"
"De Andrade B.B.; Geyer C.J.","De Andrade, Bernardo B. (37072122900); Geyer, Charles J. (7005966399)","37072122900; 7005966399","Nonstandard central limit theorems for Markov chains","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953721669&doi=10.1142%2fS021848851100699X&partnerID=40&md5=6069bae8ea887d1314e2e18d4d2b31b3"
"Salmon H.M.; De Farias C.M.; Loureiro P.; Pirmez L.; Rossetto S.; De A. Rodrigues P.H.; Pirmez R.; Delicato F.C.; Da Costa Carmo L.F.R.","Salmon, Helio Mendes (55257452300); De Farias, Claudio M. (35519418700); Loureiro, Paula (57127038800); Pirmez, Luci (6603114343); Rossetto, Silvana (21743607300); De A. Rodrigues, Paulo Henrique (35108813000); Pirmez, Rodrigo (36545303300); Delicato, Flávia C. (55887461400); Da Costa Carmo, Luiz Fernando R. (55241892000)","55257452300; 35519418700; 57127038800; 6603114343; 21743607300; 35108813000; 36545303300; 55887461400; 55241892000","Intrusion detection system for wireless sensor networks using danger theory immune-inspired techniques","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878499429&doi=10.1007%2fs10776-012-0179-z&partnerID=40&md5=501fceee732ed89d9ce4cae27c9e6286"
"Paladino E.E.; Maliska C.R.","Paladino, Emilio E. (6701419145); Maliska, Clovis R. (6701451654)","6701419145; 6701451654","Computational modeling of bubbly flows in differential pressure flow meters","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957865296&doi=10.1016%2fj.flowmeasinst.2011.04.002&partnerID=40&md5=53f99740c9f10a4d26111a2e89b84ed2"
"Silva I.; Guedes L.A.; Portugal P.; Vasques F.","Silva, Ivanovitch (36537969500); Guedes, Luiz Affonso (35761038800); Portugal, Paulo (8528261900); Vasques, Francisco (6603542902)","36537969500; 35761038800; 8528261900; 6603542902","Reliability and availability evaluation of wireless sensor networks for industrial applications","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856247989&doi=10.3390%2fs120100806&partnerID=40&md5=2f948ee691a3f8be8679dd135f421e15"
"Goldbarg M.C.; Goldbarg E.F.G.; Asconavieta P.H.; Menezes M.D.S.; Luna H.P.L.","Goldbarg, Marco C. (8873773400); Goldbarg, Elizabeth F.G. (14033766000); Asconavieta, Paulo H. (48361150200); Menezes, Matheus Da S. (55776746000); Luna, Henrique P.L. (7003868731)","8873773400; 14033766000; 48361150200; 55776746000; 7003868731","A transgenetic algorithm applied to the Traveling Car Renter Problem","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879484099&doi=10.1016%2fj.eswa.2013.05.072&partnerID=40&md5=1343cb90ddb26e212c3bcbab413f9966"
"Silva I.; Leandro R.; Macedo D.; Guedes L.A.","Silva, Ivanovitch (36537969500); Leandro, Rafael (55790939700); Macedo, Daniel (8988932700); Guedes, Luiz Affonso (35761038800)","36537969500; 55790939700; 8988932700; 35761038800","A dependability evaluation tool for the Internet of Things","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885652585&doi=10.1016%2fj.compeleceng.2013.04.021&partnerID=40&md5=f38c2eded088da134c737f9b00490cb4"
"Takahashi A.; Dória Neto A.D.; Bedregal B.R.C.","Takahashi, Adriana (8538854000); Dória Neto, Adrião D. (7102618949); Bedregal, Benjamín R. C. (15520790700)","8538854000; 7102618949; 15520790700","An introduction interval kernel-based methods applied on support vector machines","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866145718&doi=10.1109%2fICNC.2012.6234756&partnerID=40&md5=a4c530e7b210c7c83df5bd88d28f9c0b"
"Dantas A.F.O.A.; Dantas A.D.O.S.; Maitelli A.L.; DeQueiroz E.F.; Freire H.G.C.V.; Filho O.G.","Dantas, André F.O.A. (57203395728); Dantas, Amanda D.O.S. (56022652300); Maitelli, André L. (6602549353); DeQueiroz, Eridenes F. (56023261200); Freire, Hortôni G.C.V. (56021890600); Filho, Oscar G. (54947940300)","57203395728; 56022652300; 6602549353; 56023261200; 56021890600; 54947940300","Polynomial models identification using real data acquisition applied to didactic system","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893258078&doi=10.1109%2fNAVCOMP.2013.7&partnerID=40&md5=63050404b5ee5dd4082df7e8ecbe4595"
"Aleixo F.A.; Freire M.A.; Dos Santos W.C.; Kulesza U.","Aleixo, Fellipe Araújo (36661855500); Freire, Marília Aranha (36662033500); Dos Santos, Wanderson Câmara (36149207500); Kulesza, Uirá (12645089300)","36661855500; 36662033500; 36149207500; 12645089300","Automating the variability management, customization and deployment of software processes: A model-driven approach","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865722252&doi=10.1007%2f978-3-642-19802-1_26&partnerID=40&md5=2cdc5f224eeb2d971ec6d56d8471b4d1"
"Erbilek M.; Fairhurst M.; Abreu M.C.D.C.","Erbilek, M. (25824901700); Fairhurst, M. (7007162548); Abreu, M.C.D.C. (14038905200)","25824901700; 7007162548; 14038905200","Age prediction from iris biometrics","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085402015&doi=10.1049%2fic.2013.0258&partnerID=40&md5=7ede58705c7ed758db9ec8ea26d52ac9"
"Santos F.J.N.; Do Prado Leite J.C.S.; Cappelli C.; Santoro F.M.; Batista T.V.","Santos, Fabiana Jack Nogueira (57213090367); Do Prado Leite, Julio Cesar Sampaio (15765910400); Cappelli, Claudia (24469648900); Santoro, Flávia Maria (10040209400); Batista, Thaís Vasconcelos (36812228000)","57213090367; 15765910400; 24469648900; 10040209400; 36812228000","A proposal for ownership representation in the context of business process models","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864259658&doi=10.1007%2f978-3-642-31072-0_5&partnerID=40&md5=2559a674fc36e9c6fa3ad0e2cfd3d0e8"
"Costa F.B.; Neto C.M.S.; Carolino S.F.; Ribeiro R.L.A.; Barreto R.L.; Rocha T.O.A.; Pott P.","Costa, F.B. (22333585200); Neto, C.M.S. (55608630500); Carolino, S.F. (55608908300); Ribeiro, R.L.A. (7202534599); Barreto, R.L. (55569992200); Rocha, T.O.A. (55570200500); Pott, Patrick (55608937500)","22333585200; 55608630500; 55608908300; 7202534599; 55569992200; 55570200500; 55608937500","Comparison between two versions of the discrete wavelet transform for real-time transient detection on synchronous machine terminals","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874445942&doi=10.1109%2fINDUSCON.2012.6453533&partnerID=40&md5=e0898ca7a702372cd43846038b829516"
"Ribeiro A.G.C.D.; Maitelli A.L.; De M. Valentim R.A.; Leite C.R.M.; Soares H.B.; De Almeida N.C.; Sizilio G.R.M.A.; Guerreiro A.M.G.","Ribeiro, Anna G. C. D. (55424825000); Maitelli, Andre L. (6602549353); De M. Valentim, Ricardo A. (26321565600); Leite, Cicilia R. M. (35113320100); Soares, Heliana B. (23973233600); De Almeida, Nathalee C. (36132998300); Sizilio, Glaucia R. M. A. (36718046500); Guerreiro, Ana M. G. (15055841900)","55424825000; 6602549353; 26321565600; 35113320100; 23973233600; 36132998300; 36718046500; 15055841900","Design of an embedded PID controller applied to blood pressure control","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861921923&doi=10.1109%2fIEMBS.2011.6090073&partnerID=40&md5=1181a775e3bc12a5f45bcb54c21be9b5"
"Palmeira E.; Bedregal B.; Bustince H.","Palmeira, Eduardo (37261839800); Bedregal, Benjamín (15520790700); Bustince, Humberto (55034746100)","37261839800; 15520790700; 55034746100","A generalization of a characterization theorem of restricted equivalence functions","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914172368&doi=10.1007%2f978-3-642-39165-1_43&partnerID=40&md5=4c261a65d307ae3cfc8057ebd4800ae4"
"Mendes R.; Pires P.F.; Delicato F.C.; Batista T.; Taheri J.; Zomaya A.Y.","Mendes, Reginaldo (35248359800); Pires, Paulo F. (55595376300); Delicato, Flávia C. (55887461400); Batista, Thais (36812228000); Taheri, Javid (55896986000); Zomaya, Albert Y. (7005128430)","35248359800; 55595376300; 55887461400; 36812228000; 55896986000; 7005128430","Using semantic web to build and execute ad-hoc processes","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857755356&doi=10.1109%2fAICCSA.2011.6126597&partnerID=40&md5=8b892c7c58e33802c41dcaeff5b185e1"
"De Medeiros M.F., Jr.; Da Costa Oliveira A.V.; De Oliveira J.T.; De Medeiros J.O.","De Medeiros, Manoel Firmino (6603603627); Da Costa Oliveira, Arrhenius Vinicius (36609779500); De Oliveira, José Tavares (21741856900); De Medeiros, Juliana Oliveira (56898690600)","6603603627; 36609779500; 21741856900; 56898690600","Deriving analytical relief functions for switching variants and assigning priority by transient analysis","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943775904&partnerID=40&md5=e9bb6451eea8951106d0e61c0a8f0017"
"Lo Curto G.; Manescau A.; Avila G.; Pasquini L.; Wilken T.; Steinmetz T.; Holzwarth R.; Probst R.; Udem T.; Hänsch T.W.; González Hernández J.I.; Esposito M.; Rebolo R.; Martins B.C.; De Medeiros J.R.","Lo Curto, Gaspare (55936516300); Manescau, Antonio (6602714562); Avila, Gerardo (16020655300); Pasquini, Luca (7006771898); Wilken, Tobias (24345593200); Steinmetz, Tilo (6603854695); Holzwarth, Ronald (7004252324); Probst, Rafael (55414079500); Udem, Thomas (7004183807); Hänsch, Theodor W. (7004983583); González Hernández, Jonay I. (8870015300); Esposito, Massimiliano (57214531455); Rebolo, Rafael (36490343100); Martins, Bruno Canto (6504310831); De Medeiros, Jose Renan (7006360096)","55936516300; 6602714562; 16020655300; 7006771898; 24345593200; 6603854695; 7004252324; 55414079500; 7004183807; 7004983583; 8870015300; 57214531455; 36490343100; 6504310831; 7006360096","Achieving a few cm/sec calibration repeatability for high resolution spectrographs: The laser frequency comb on HARPS","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871939864&doi=10.1117%2f12.925964&partnerID=40&md5=2afc0a747524bc91ca7956046dac77a1"
"Beilleau N.; Bourguet V.; De Sousa F.R.","Beilleau, N. (6506124925); Bourguet, V. (8318322400); De Sousa, F. Rangel (56725928400)","6506124925; 8318322400; 56725928400","Design of an undersampled BP σδ modulator using LC and time-interleaved resonators","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874596075&doi=10.1109%2fICECS.2012.6463728&partnerID=40&md5=738d8647bf1ec24775aa75295244cbe4"
"Taheri J.; Zomaya A.Y.; Delicato F.C.; Pires P.F.","Taheri, Javid (55896986000); Zomaya, Albert Y. (7005128430); Delicato, Flávia C. (55887461400); Pires, Paulo F. (55595376300)","55896986000; 7005128430; 55887461400; 55595376300","Fuzz-SSVS: A fuzzy logic based voting scheme to improve protein secondary structure prediction","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857745433&doi=10.1109%2fAICCSA.2011.6126592&partnerID=40&md5=131f3a34891966ea8bb20f44c8607fc1"
"Venancio R.; Pedrini A.; Van der Linden A.C.; Van den Ham E.; Stouffs R.","Venancio, Raoni (54889721900); Pedrini, Aldomar (7004257658); Van der Linden, A.C. (8883101100); Van den Ham, Eric (25822873200); Stouffs, Rudi (6506322664)","54889721900; 7004257658; 8883101100; 25822873200; 6506322664","Understanding envelope design: Survey about architectural practice and building performance","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870198763&partnerID=40&md5=aa8e450df9f71a3ab24fa1885955864e"
"De Cequeira A.C.T.; Vale M.R.B.G.; Da Fonseca D.G.V.; De Araújo F.M.U.; Maitelli A.L.","De Cequeira, Auciomar C. T. (36655661200); Vale, Marcelo R. B. G. (36656666000); Da Fonseca, Daniel G. V. (36655728700); De Araújo, Fábio M. U. (35316777100); Maitelli, André L. (6602549353)","36655661200; 36656666000; 36655728700; 35316777100; 6602549353","Estimation and compensation of dead-zone inherent to the actuators of industrial processes","2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649682532&partnerID=40&md5=5bca9133fc2943812f9b5ca7000e6477"
"Costa W.E.; Goldbarg M.C.; Goldbarg E.G.","Costa, Wagner Emanoel (54980807500); Goldbarg, Marco César (8873773400); Goldbarg, Elizabeth G. (14033766000)","54980807500; 8873773400; 14033766000","New VNS heuristic for total flowtime flowshop scheduling problem","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858338641&doi=10.1016%2fj.eswa.2012.01.152&partnerID=40&md5=32dc9b1a4f5456a14ba102000f8fbb33"
"Venancio R.; Pedrini A.; Van der Linden A.C.; Van den Ham E.; Stouffs R.","Venancio, Raoni (54889721900); Pedrini, Aldomar (7004257658); Van der Linden, A.C. (8883101100); Van den Ham, Eric (25822873200); Stouffs, Rudi (6506322664)","54889721900; 7004257658; 8883101100; 25822873200; 6506322664","Think designerly! using multiple simulation tools to solve architectural dilemmas","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870170944&partnerID=40&md5=f34b11d6c4c8aa89087d0bada8dcf169"
"Tavares D.M.; Aroca R.V.; Bachega S.J.; Caurin G.A.P.","Tavares, D.M. (7003526299); Aroca, R.V. (24490519000); Bachega, S.J. (44460973700); Caurin, G.A.P. (6602494854)","7003526299; 24490519000; 44460973700; 6602494854","Towards an academic platform for robot control","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929377314&partnerID=40&md5=401cc12b536f6a21dcda0c7266a793f4"
"Junior F.C.S.; Oliveira J.B.; Araujo A.D.","Junior, Francisco C. Silva (36834964300); Oliveira, Josenalde B. (7202553856); Araujo, Aldayr D. (14015206500)","36834964300; 7202553856; 14015206500","Design and stability analysis of a Variable Structure Adaptive Pole Placement Controller for first order systems","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858953631&doi=10.1109%2fICCA.2011.6138038&partnerID=40&md5=5e73e02b9178aba4f10da58042ee6c2a"
"Bedregal B.; Beliakov G.; Bustince H.; Calvo T.; Mesiar R.; Paternain D.","Bedregal, Benjamín (15520790700); Beliakov, Gleb (7003644533); Bustince, Humberto (55034746100); Calvo, Tomasa (7004636523); Mesiar, Radko (7004621213); Paternain, Daniel (35435798900)","15520790700; 7003644533; 55034746100; 7004636523; 7004621213; 35435798900","A class of fuzzy multisets with a fixed number of memberships","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855873168&doi=10.1016%2fj.ins.2011.11.040&partnerID=40&md5=16dbfacbc45461198560de6d2fb3316f"
"Teixeira L.; Oliveira J.; Araujo A.","Teixeira, Leonardo (55139678300); Oliveira, Josenalde (7202553856); Araujo, Aldayr (14015206500)","55139678300; 7202553856; 14015206500","Indirect Binary Model Reference Adaptive Control","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858995630&doi=10.1109%2fICCA.2011.6137954&partnerID=40&md5=405d7ffd3021fe879253b4ed170c7b43"
"Araujo W.C.; D'Assunção A.G.; Mendonça L.M.","Araujo, W.C. (55203798600); D'Assunção, A.G. (7004474343); Mendonça, L.M. (6701515542)","55203798600; 7004474343; 6701515542","Artificial neural networks for multi-slot microstrip patch antennas","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155191141&doi=10.1109%2fAPWC.2011.6046780&partnerID=40&md5=0eab07754c9870ff5aa5f1f381e5dd11"
"Bezerra L.C.T.; Goldbarg E.F.G.; Goldbarg M.C.; Buriol L.S.","Bezerra, Leonardo C.T. (37078903900); Goldbarg, Elizabeth F.G. (14033766000); Goldbarg, Marco C. (8873773400); Buriol, Luciana S. (8695687900)","37078903900; 14033766000; 8873773400; 8695687900","Analyzing the impact of MOACO components: An algorithmic study on the multi-objective shortest path problem","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866054240&doi=10.1016%2fj.eswa.2012.07.052&partnerID=40&md5=8c97dc24d910a18c4fb45283681abd60"
"Santana A.; Medeiros A.","Santana, André (25641528900); Medeiros, Adelardo (7005447974)","25641528900; 7005447974","Straight-lines modelling using planar information for monocular SLAM","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863322594&doi=10.2478%2fv10006-012-0031-8&partnerID=40&md5=c772ce315d2d966643fde8d6526f0fbb"
"Costa F.B.; Souza B.A.; Brito N.S.D.","Costa, Flavio B. (22333585200); Souza, Benemar A. (56249553100); Brito, Núbia S.D. (8701403700)","22333585200; 56249553100; 8701403700","Real-time detection and classification of power system disturbances based on maximal overlap discrete wavelet transform","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943737299&partnerID=40&md5=1df6a87e8033b6370b2e724048504190"
"Castro J.; Pimentel J.; Lucena M.; Santos E.; Dermeval D.","Castro, Jaelson (35607330500); Pimentel, João (36706418900); Lucena, Márcia (25825255100); Santos, Emanuel (15849310600); Dermeval, Diego (35754240900)","35607330500; 36706418900; 25825255100; 15849310600; 35754240900","F-STREAM: A flexible process for deriving architectures from requirements models","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960303560&doi=10.1007%2f978-3-642-22056-2_37&partnerID=40&md5=974f17abd2abf9f728cda7c67a294855"
